# File created by converting ColoF.sum to a CSV file, using msm-sum-to-csv.py
#----------------------------------------------------------
# # ********************************************************************************
# #
# # *.sum       Mixed Station Summary Information
# #
# #  Filename:  ColoF.sum
# #
# #  **** = 95% Confidence Interval Not Met
# #
# # ********************************************************************************
# # File History:
# # ********************************************************************************
# #
# # *.xbf       Filled Base Flow at Stream Gages - Mixed Station Model
# #
# #  Mixed Station Model Version:  PC (89/07/18) (Modified 6/8/99)
# #  Run Date and Time:  9/13/99 16:21:15
# #  Filename:  ColoF-1.xbf
# #  Regression:  Simple Linear Regression (Log Transform)
# #  Method:  SEP Dependent
# #  Independent Stations:  All
# #  First Year of Extended Record:  1909
# #  Min. No. of Concurrent Values Required:  5
# #  Confidence Interval:  95%
# #
# # ********************************************************************************
# #
# # 
# # ********************************************************************************
# # *.xbg       Base Flow at Stream Gages                        
# #
# #  UPPER COLORADO RIVER BASIN                                                     
# #  Historic Diversions made at respective historic diversion location             
# #
# #  Statemod Version:  8.24 (1999/07/19)
# #  Run date and time:    9/ 1/99  8: 5:50
# # 
# # ********************************************************************************
# # ********************************************************************************
# #
# # Individual Gage Mixed Station Summary Information:
# 
#   Basin Key:
#   K - KeyGages
#   C - ColoF
# 
# 
# The original ****, which indicates not passing the T test, is replaced with blanks below
#--------------------------------------------------------------------------------------
#Dependent,IndepStation,Basin,ConcurrentValues,R_Jan,R_Feb,R_Mar,R_Apr,R_May,R_Jun,R_Jul,R_Aug,R_Sep,R_Oct,R_Nov,R_Dec,R
"TSID","TSID-Independent","Basin","N1","R_1","R_2","R_3","R_4","R_5","R_6","R_7","R_8","R_9","R_10","R_11","R_12","R"
09053500,09036000,C,360,,,0.47,0.91,0.89,0.92,0.89,0.80,0.74,0.76,0.43,,0.96
09053500,09037500,C,360,,,0.46,0.91,0.89,0.93,0.88,0.72,0.55,0.63,0.48,,0.96
09053500,09037500,K,360,,,0.46,0.92,0.81,0.92,0.93,0.80,0.72,0.67,0.52,,0.86
09053500,09047000,C,211,0.65,0.79,0.89,0.92,0.96,0.95,0.94,0.87,0.49,,0.52,0.72,0.98
09053500,09050700,C,165,0.69,0.74,0.79,0.99,0.98,1.00,0.97,0.98,0.99,0.99,0.91,0.70,0.99
09053500,09055300,C,84,,,,0.99,0.91,0.93,0.89,0.90,,,0.78,,0.97
09053500,09057500,C,358,0.63,0.62,0.70,0.96,0.99,1.00,0.92,0.98,0.96,0.92,0.89,0.76,0.99
09053500,09058000,C,132,,0.78,0.83,0.94,0.94,0.96,0.91,0.97,0.92,0.90,0.77,,0.96
09053500,09060700,C,72,,,,0.95,,0.86,,0.81,,0.85,0.91,,0.76
09053500,09072500,C,276,,,,0.88,0.91,0.95,0.94,0.87,0.81,0.74,,,0.93
09053500,09073400,C,108,,0.71,0.95,0.93,0.73,0.88,0.97,0.87,0.81,0.87,0.82,,0.98
09053500,09080400,C,108,0.92,0.86,0.84,0.87,0.90,0.97,0.97,0.88,0.85,0.92,0.93,0.92,0.97
09053500,09087500,C,72,,,,,,,0.95,0.95,,,,,0.91
09053500,09093500,C,72,,,,0.87,,,,,,,,,0.32
09053500,09093700,C,84,,0.76,0.86,0.88,0.95,0.98,0.93,0.81,,0.91,0.95,,0.96
09053500,09095000,C,108,,,,,,,,,0.78,,0.73,,0.72
09053500,09239500,K,360,,,0.51,0.82,0.80,0.85,0.84,0.72,0.69,0.66,0.49,,0.75
09053500,09340500,K,360,0.38,,0.45,0.80,0.80,0.90,0.86,0.64,0.63,0.59,0.62,0.49,0.81
09054000,09010500,C,336,,0.47,0.40,0.83,0.80,0.77,0.92,0.85,0.56,0.81,0.59,0.38,0.96
09054000,09011000,C,327,0.39,,0.44,0.87,0.66,0.60,0.75,0.77,0.76,0.76,0.70,0.70,0.95
09054000,09032500,C,87,0.87,0.78,,0.95,0.93,,,0.71,,0.77,,,0.91
09054000,09034000,C,87,,,,0.91,0.97,,,0.80,0.77,0.87,0.84,,0.94
09054000,09034250,C,156,,0.60,,0.79,0.64,0.94,0.95,0.90,0.82,0.79,0.64,0.63,0.91
09054000,09034500,C,423,,,0.49,0.75,0.69,0.69,0.79,0.74,,0.50,0.36,,0.88
09054000,09035500,C,336,,,,0.70,0.86,0.74,0.93,0.83,0.67,0.59,,,0.96
09054000,09036000,C,423,,,,0.91,0.90,0.84,0.83,0.83,0.67,0.65,0.63,0.50,0.95
09054000,09037500,C,423,0.34,0.38,0.45,0.83,0.81,0.75,0.72,0.70,0.53,0.66,0.58,0.36,0.95
09054000,09037500,K,423,,0.39,0.45,0.68,0.62,0.76,0.76,0.73,0.56,0.61,0.58,,0.82
09054000,09038500,C,341,,0.57,0.58,0.58,0.78,0.79,0.90,0.80,0.59,0.69,0.46,,0.91
09054000,09040000,C,219,0.63,,,0.65,,,0.75,0.60,0.54,0.54,0.57,,0.73
09054000,09041000,C,87,,,,0.96,,,,,0.82,0.79,,,0.73
09054000,09047000,C,87,,,,0.96,0.89,,,0.78,0.78,,0.79,0.97,0.97
09054000,09050100,C,336,,0.50,,0.59,0.86,0.82,0.96,0.84,0.68,0.57,0.56,0.38,0.94
09054000,09053500,C,156,,,,0.94,0.92,0.76,0.90,0.88,0.75,0.69,0.75,0.64,0.97
09054000,09057500,C,419,0.38,,,0.83,0.86,0.81,0.92,0.84,0.75,0.70,0.73,0.48,0.96
09054000,09058000,C,324,0.46,0.55,0.51,0.67,0.67,0.81,0.96,0.90,0.78,0.76,0.64,0.57,0.92
09054000,09060700,C,84,,,,0.95,,,,,,,,,0.65
09054000,09063000,C,396,0.35,,,0.73,0.79,0.66,0.92,0.87,0.41,0.60,0.67,0.56,0.88
09054000,09065100,C,324,0.62,0.57,0.73,0.85,0.90,0.92,0.95,0.88,0.86,0.94,0.84,0.68,0.97
09054000,09065500,C,360,0.44,0.49,0.50,0.88,0.89,0.83,0.95,0.87,0.67,0.79,0.60,0.38,0.95
09054000,09068000,C,72,,,,,,,,0.82,,,0.85,,0.92
09054000,09070000,C,369,,,,0.65,0.81,0.80,0.95,0.85,0.83,0.41,,,0.89
09054000,09070500,C,423,0.40,,0.48,0.75,0.69,0.79,0.87,0.88,0.79,0.66,0.66,,0.91
09054000,09072500,C,87,,,,0.88,0.97,,,0.88,0.76,0.86,0.91,,0.93
09054000,09073400,C,336,,0.52,0.64,0.88,0.94,0.72,0.89,0.83,0.72,0.67,0.66,0.49,0.94
09054000,09078600,C,228,0.52,0.71,0.72,0.79,0.85,0.89,0.94,0.87,0.78,0.85,0.81,0.68,0.93
09054000,09082800,C,156,0.67,,0.79,0.83,,0.63,0.82,,0.72,,0.81,0.61,0.63
09054000,09084000,C,72,,,,0.89,,,,0.99,,,,,0.71
09054000,09085000,C,423,0.36,0.45,0.40,0.67,0.74,0.77,0.84,0.90,0.76,0.64,0.67,0.51,0.95
09054000,09085000,K,423,,,,0.50,0.61,0.71,0.82,0.88,0.78,0.62,0.54,0.41,0.88
09054000,09085100,C,336,0.46,0.42,0.46,0.65,0.70,0.83,0.97,0.91,0.84,0.64,0.71,,0.92
09054000,09092500,C,192,,,,0.68,,0.55,0.94,0.73,,,,,0.83
09054000,09093700,C,336,,0.47,0.46,0.65,0.66,0.81,0.96,0.91,0.84,0.68,0.72,,0.91
09054000,09095000,C,156,,,,,,,0.83,0.63,,,,,0.54
09054000,09095500,C,423,,,0.41,0.68,0.66,0.78,0.86,0.90,0.79,0.64,0.63,,0.91
09054000,09097500,C,251,0.44,,,,,,,,,,0.62,0.55,0.37
09054000,09104500,C,87,,,,0.78,,,,,,0.92,,,0.91
09054000,09112500,K,423,0.52,0.55,0.52,0.82,0.60,0.67,0.82,0.82,0.65,0.64,0.57,0.47,0.91
09054000,09172500,K,422,0.45,0.48,0.52,0.38,,0.49,0.62,0.71,0.56,0.63,0.64,0.50,0.90
09054000,09239500,K,423,,0.34,0.43,0.46,0.50,0.74,0.83,0.81,0.73,0.70,0.68,,0.69
09054000,09251000,K,423,0.38,0.41,0.43,0.42,,0.76,0.84,0.73,0.58,0.77,0.71,0.49,0.60
09054000,09361500,K,423,,0.47,0.45,,0.34,0.41,0.59,0.70,0.66,0.74,0.68,0.47,0.85
09054000,09365500,K,423,,0.39,0.51,,,0.34,0.55,0.47,0.65,0.66,0.52,0.46,0.72
09055300,09010500,C,336,0.61,0.55,0.63,0.85,0.85,0.78,0.92,0.81,0.62,0.84,0.75,0.67,0.98
09055300,09011000,C,240,0.66,0.60,0.72,0.87,0.68,0.81,0.93,0.86,0.69,0.73,0.77,0.79,0.98
09055300,09019500,C,141,,,,,0.85,0.40,0.88,0.86,0.70,,,,0.93
09055300,09024000,C,336,,,0.45,0.84,0.92,0.84,0.90,0.84,0.50,0.54,0.68,0.47,0.96
09055300,09032000,C,336,0.47,0.43,0.46,0.81,0.93,0.78,0.83,0.44,,,0.43,0.56,0.94
09055300,09034250,C,156,,0.59,0.56,0.88,0.65,0.87,0.96,0.90,0.77,0.86,0.77,0.84,0.97
09055300,09034500,C,336,0.53,0.58,0.72,0.81,0.74,0.78,0.90,0.88,0.69,0.78,0.77,0.66,0.96
09055300,09035500,C,336,,,,0.73,0.87,0.75,0.95,0.85,0.63,0.63,0.43,,0.95
09055300,09036000,C,336,0.52,0.43,0.53,0.91,0.92,0.85,0.94,0.86,0.59,0.64,0.66,0.57,0.97
09055300,09037500,C,336,,0.53,0.49,0.85,0.81,0.80,0.87,0.72,0.44,0.61,0.57,0.43,0.96
09055300,09040000,C,204,0.75,0.62,0.62,0.55,,0.68,0.78,0.73,,,0.55,0.56,0.84
09055300,09041000,C,72,,,,0.94,,0.99,0.86,0.96,0.89,,,,0.84
09055300,09041200,C,96,-.72,,-.84,,,0.86,,,,,,-.77,0.88
09055300,09053500,C,84,,,,0.99,0.91,0.93,0.89,0.90,,,0.78,,0.97
09055300,09054000,C,336,0.64,0.70,0.72,0.96,0.92,0.89,0.96,0.89,0.83,0.87,0.85,0.77,0.97
09055300,09058000,C,324,0.69,0.54,0.64,0.74,0.72,0.85,0.95,0.92,0.78,0.77,0.76,0.62,0.96
09055300,09063000,C,336,0.45,,0.53,0.79,0.74,0.74,0.92,0.91,0.54,0.61,0.64,0.66,0.94
09055300,09065100,C,324,0.50,0.63,0.79,0.90,0.92,0.88,0.97,0.92,0.79,0.82,0.78,0.60,0.97
09055300,09065500,C,336,0.55,0.63,0.67,0.92,0.90,0.81,0.96,0.83,0.69,0.87,0.72,0.65,0.98
09055300,09068000,C,72,,,0.81,0.82,0.84,0.93,0.86,0.95,,,,,0.95
09055300,09069500,C,72,,,0.87,,0.96,,,,,,,,0.88
09055300,09070000,C,333,0.52,,0.48,0.70,0.80,0.85,0.97,0.87,0.83,,,,0.93
09055300,09070500,C,336,,0.43,0.69,0.74,0.71,0.87,0.97,0.92,0.83,0.69,0.56,0.44,0.95
09055300,09074000,C,301,0.58,0.68,0.71,0.86,0.86,0.60,0.83,0.75,0.66,0.74,0.80,0.53,0.96
09055300,09078600,C,228,0.83,0.82,0.88,0.83,0.87,0.88,0.94,0.84,0.74,0.80,0.84,0.82,0.98
09055300,09080400,C,336,0.67,0.44,0.69,0.84,0.84,0.86,0.94,0.84,0.72,0.71,0.71,0.80,0.97
09055300,09081600,C,336,0.68,0.65,0.79,0.70,0.67,0.76,0.92,0.85,0.68,0.74,0.84,0.71,0.96
09055300,09084000,C,72,,,,,,0.91,,0.91,,,,,0.79
09055300,09085000,C,336,0.69,0.60,0.69,0.60,0.70,0.80,0.94,0.91,0.79,0.64,0.74,0.75,0.97
09055300,09089500,C,331,0.47,,0.81,0.61,,0.67,0.84,0.85,0.60,0.40,0.64,0.49,0.74
09055300,09095500,C,336,0.42,,0.62,0.65,0.65,0.85,0.96,0.91,0.84,0.67,0.65,0.55,0.95
09055300,09096500,C,113,,,0.60,0.81,,0.63,,,,,,0.71,0.77
09055300,09105000,C,331,0.46,0.63,0.55,0.43,,0.70,0.80,0.56,0.40,0.50,0.44,0.46,0.70
09055300,09112500,K,336,0.74,0.62,0.66,0.80,0.57,0.71,0.90,0.84,0.62,0.65,0.64,0.68,0.95
09055300,09166500,K,336,0.71,0.61,0.75,,,0.54,0.75,0.73,0.53,0.68,0.80,0.68,0.83
09055300,09172500,K,335,0.68,0.46,0.72,,,0.58,0.78,0.75,0.54,0.61,0.82,0.72,0.93
09055300,09251000,K,336,0.68,0.49,0.70,,,0.85,0.94,0.83,0.54,0.73,0.74,0.61,0.72
09055300,09340500,K,336,0.47,0.44,0.67,0.64,0.49,0.85,0.88,0.85,0.55,0.47,0.51,0.40,0.79
09055300,09361500,K,336,0.62,0.58,0.65,,,0.52,0.75,0.66,0.49,0.60,0.78,0.59,0.89
09057500,09035500,C,372,0.39,0.43,0.41,0.69,0.76,0.87,0.96,0.91,0.82,0.78,0.56,,0.96
09057500,09037500,C,646,,,0.44,0.90,0.91,0.91,0.87,0.77,0.56,0.63,0.62,0.27,0.97
09057500,09037500,K,646,,,0.45,0.86,0.84,0.92,0.90,0.79,0.64,0.64,0.63,,0.88
09057500,09040000,C,371,,0.41,0.71,0.83,0.61,0.77,0.79,0.50,0.48,0.61,0.41,,0.79
09057500,09041000,C,240,,,0.62,0.93,0.74,0.82,0.89,0.73,0.74,0.80,0.66,,0.82
09057500,09047000,C,221,,,0.61,0.90,0.95,0.95,0.89,0.81,,,0.55,0.68,0.96
09057500,09058000,C,408,0.76,0.69,0.82,0.92,0.95,0.97,0.96,0.96,0.93,0.90,0.83,0.60,0.98
09057500,09063000,C,622,0.34,,,0.80,0.94,0.93,0.91,0.87,0.73,0.68,0.48,0.32,0.93
09057500,09070500,C,646,,,0.51,0.90,0.92,0.95,0.94,0.90,0.82,0.78,0.41,,0.96
09057500,09072500,C,286,,,0.42,0.89,0.91,0.96,0.93,0.84,0.82,0.76,,,0.94
09057500,09085000,C,646,,,0.55,0.83,0.87,0.92,0.88,0.74,0.68,0.71,0.48,0.28,0.97
09057500,09087500,C,72,,,,,,,0.96,0.93,,,,,0.92
09057500,09093500,C,165,,,0.59,,,0.60,,,,,,,0.42
09057500,09239500,K,646,,,0.54,0.74,0.80,0.88,0.84,0.77,0.70,0.69,0.59,0.28,0.79
09057500,09251000,K,646,,,0.50,0.72,0.63,0.88,0.87,0.77,0.67,0.71,0.60,0.34,0.72
09057500,09340500,K,646,0.36,0.47,0.61,0.84,0.70,0.89,0.87,0.78,0.66,0.66,0.56,0.42,0.81
09058000,09034500,C,480,0.79,0.76,0.85,0.93,0.97,0.97,0.98,0.96,0.92,0.97,0.88,0.80,0.99
09058000,09038500,C,408,0.56,0.60,0.89,0.95,0.93,0.93,0.95,0.90,0.73,0.92,0.69,0.41,0.98
09058000,09041000,C,144,0.66,,0.81,0.91,0.88,0.86,0.94,0.85,0.76,0.95,0.94,0.63,0.91
09058000,09047000,C,96,,,,0.84,0.91,0.87,0.93,0.91,,,,,0.95
09058000,09057500,C,408,0.76,0.69,0.82,0.92,0.95,0.97,0.96,0.96,0.93,0.90,0.83,0.60,0.98
09058000,09063000,C,504,0.57,,0.48,0.78,0.83,0.93,0.93,0.93,0.82,0.85,0.82,0.69,0.96
09058000,09070500,C,408,0.47,0.70,0.87,0.98,0.99,0.98,1.00,0.99,0.95,0.95,0.77,0.74,0.99
09058000,09072500,C,180,,,0.66,0.91,0.91,0.99,1.00,0.97,0.96,0.68,,,0.96
09058000,09084000,C,108,0.87,0.78,0.87,0.87,,0.85,0.84,,,0.81,,0.91,0.87
09058000,09097500,C,213,0.64,0.64,0.89,0.61,0.59,0.80,0.83,,,0.62,0.59,0.54,0.63
09058000,09251000,K,437,0.74,0.84,0.75,0.77,0.75,0.91,0.95,0.85,0.72,0.89,0.90,0.65,0.84
09060500,09010500,C,328,,,0.39,0.49,,0.83,0.87,0.66,0.64,0.86,0.76,0.43,0.76
09060500,09011000,C,336,,,0.53,0.60,0.45,0.89,0.87,0.68,0.68,0.88,0.75,0.46,0.81
09060500,09021000,C,301,,,0.44,0.54,0.78,0.86,0.82,0.52,0.66,,0.54,0.43,0.88
09060500,09024000,C,336,,,0.58,0.44,,0.81,0.89,0.63,0.61,0.77,0.40,,0.72
09060500,09025000,C,336,,0.49,0.53,0.41,,0.66,0.91,0.75,0.64,0.68,0.48,,0.71
09060500,09032500,C,96,,,0.88,0.86,0.83,0.97,0.93,0.85,,0.84,,,0.90
09060500,09034000,C,39,,,,,,,,,,,,,0.84
09060500,09034500,C,335,,,0.62,0.57,0.64,0.83,0.85,0.75,0.73,0.76,0.67,,0.86
09060500,09034500,K,336,,,0.67,0.49,0.79,0.74,0.83,0.58,0.69,0.69,0.49,,0.89
09060500,09038500,C,288,,,0.73,0.57,0.59,0.85,0.89,0.53,0.74,0.86,0.43,,0.82
09060500,09041000,C,192,,,0.66,0.80,0.86,0.98,0.96,0.86,0.86,0.96,0.85,0.74,0.96
09060500,09047000,C,103,,,,0.70,,0.93,0.98,0.72,,,,,0.75
09060500,09050700,C,249,0.46,,0.58,0.53,0.50,0.88,0.87,0.46,0.58,0.71,,,0.74
09060500,09052800,C,168,0.59,,,,,,0.79,,,0.64,,,0.70
09060500,09058000,C,216,,,0.60,0.52,0.74,0.87,0.91,0.59,,0.88,0.62,0.51,0.84
09060500,09070000,C,333,,,0.47,,0.63,0.94,0.90,0.60,0.77,0.55,,,0.81
09060500,09072500,C,168,,0.56,0.58,0.88,0.80,0.96,0.94,0.88,0.86,0.92,0.66,0.71,0.88
09060500,09078600,C,60,,,,,0.94,0.95,0.99,,,,,,0.81
09060500,09089500,C,293,,,,0.48,0.82,0.86,0.75,0.52,0.48,0.48,,,0.87
09060500,09091500,C,96,,,,0.79,0.88,0.80,,,,,,,0.56
09060500,09093500,C,95,,,,,0.93,0.88,,,,,,-.78,0.76
09060500,09095500,K,336,,,,0.50,0.82,0.93,0.89,0.68,0.70,0.63,,,0.87
09060500,09100500,C,60,,,0.99,,,0.96,,,,,,,0.67
09060500,09112500,K,336,0.56,0.53,0.55,0.59,0.65,0.90,0.83,0.56,0.47,0.75,0.38,,0.87
09060500,09239500,K,336,,,0.66,0.59,0.80,0.98,0.93,0.69,0.76,0.90,0.60,,0.95
09060500,09251000,K,336,,,0.42,0.51,0.82,0.96,0.87,0.65,0.61,0.89,0.58,,0.91
09060500,09260000,K,335,,0.42,,0.52,0.77,0.90,0.76,0.70,0.42,0.56,,,0.76
09060500,09340500,K,336,,,0.42,0.62,0.70,0.96,0.87,0.58,0.55,0.51,,,0.89
09060500,504600,C,292,,,-.44,,-.77,,0.79,,,0.53,,,0.88
09060700,09024000,C,96,,,,0.93,,,,,,0.78,,,0.66
09060700,09025000,C,96,,0.76,,0.86,,0.76,,,,,,0.80,0.65
09060700,09034500,C,96,,0.92,0.76,0.92,,0.73,,,,,,,0.81
09060700,09034500,K,96,,,0.72,0.75,0.79,,,,,,0.86,,0.83
09060700,09034900,C,96,,,,,,0.80,,,,,,,0.56
09060700,09036000,C,96,,,,0.97,,0.73,,,,,,,0.67
09060700,09037500,C,96,,,,0.94,,,,,,,,0.72,0.73
09060700,09037500,K,96,,,,0.91,,0.71,,,,,,,0.70
09060700,09038500,C,96,,0.93,,0.94,,0.72,,,,,,,0.78
09060700,09039000,C,96,,,,0.91,,,0.76,,,,0.81,0.73,0.80
09060700,09041000,C,72,,,,0.99,0.91,,,0.84,,,,,0.92
09060700,09041200,C,96,,,,,,,0.72,,,,,,0.68
09060700,09046600,C,96,,,,0.98,,,,0.87,,0.76,0.72,,0.66
09060700,09047500,C,96,,,,0.95,,0.71,,0.87,,,0.87,,0.60
09060700,09050100,C,96,,,,0.90,,,,0.85,,,,,0.73
09060700,09053500,C,72,,,,0.95,,0.86,,0.81,,0.85,0.91,,0.76
09060700,09057500,C,96,,,0.91,0.96,,,,0.75,,,0.90,,0.74
09060700,09058000,C,84,,,0.84,0.91,,,,,,,0.81,,0.82
09060700,09060500,C,96,,,0.71,,0.98,,,,,,,,0.88
09060700,09063000,C,96,,,,0.84,,,,0.77,,,,0.75,0.82
09060700,09082800,C,96,,,0.72,0.90,0.84,0.75,0.86,,,,,,0.90
09060700,09084000,C,84,,,,0.89,0.88,0.77,0.82,,,0.88,,,0.90
09060700,09085000,C,96,,,,0.94,,,,,,,0.80,,0.76
09060700,09089500,C,96,,,0.85,0.92,0.87,0.76,0.79,,,,0.72,,0.86
09060700,09094200,C,36,,,,,,,,,,,,,0.90
09060700,09097500,C,95,,,0.87,,0.90,0.75,0.71,,,,,,0.80
09060700,09105000,C,89,,,,,0.73,,0.78,,,,,,0.69
09060700,09112500,K,96,,,0.78,0.94,,0.78,,,0.82,,0.83,,0.83
09060700,09147500,K,96,,,0.82,,,,,,,,0.81,,0.75
09060700,09152500,C,96,,0.73,,,,0.72,,,,,,,0.57
09060700,09166500,K,96,,,0.82,,,,,,0.89,,,,0.88
09060700,09172500,K,96,,,0.79,0.77,,,,,0.86,,0.90,,0.81
09060700,09239500,K,96,,,0.81,0.85,0.85,0.71,,0.73,,,0.87,,0.88
09060700,09251000,K,96,,,0.87,0.85,0.91,0.76,,,,,0.77,,0.86
09060700,09260000,K,95,,,0.91,,0.93,0.72,0.71,,,0.72,,0.93,0.72
09060700,09340500,K,96,,,0.79,0.87,,,0.73,0.81,,,0.77,,0.80
09060700,09342500,K,96,,,0.71,,,,,,0.90,,,,0.79
09060700,09365500,K,96,,,,,,,,,0.78,,,,0.79
09060700,09379500,K,96,,,,,,,,,,,0.92,,0.27
09060700,504600,C,84,,,,,-.92,,0.74,,,,,,0.84
09060700,950040,C,48,0.00,0.00,0.00,0.00,-.92,,,,,,0.00,0.00,
09060700,954001,C,96,,,-.88,-.86,0.73,,,,,,,,0.53
09063000,09011000,C,600,0.53,0.61,0.55,0.84,0.88,0.84,0.91,0.80,0.66,0.70,0.61,0.61,0.95
09063000,09024000,C,804,0.34,0.30,,0.61,0.83,0.81,0.90,0.87,0.72,0.71,0.49,0.45,0.92
09063000,09032500,C,192,,,,0.87,0.73,0.87,0.90,0.91,0.74,0.55,0.51,,0.95
09063000,09033500,C,12,,,,,,,,,,,,,0.98
09063000,09034000,C,135,,0.73,0.75,0.85,0.86,0.97,0.95,0.95,0.86,0.64,0.84,,0.97
09063000,09034500,K,756,0.65,0.69,0.44,0.68,0.81,0.78,0.81,0.74,0.69,0.71,0.63,0.69,0.91
09063000,09035500,C,372,0.58,0.47,0.38,0.62,0.71,0.70,0.94,0.92,0.79,0.73,0.61,0.57,0.91
09063000,09036000,C,624,0.60,0.51,0.34,0.77,0.85,0.85,0.95,0.89,0.83,0.84,0.78,0.74,0.94
09063000,09037500,K,792,0.51,0.56,0.62,0.80,0.83,0.88,0.90,0.80,0.79,0.78,0.69,0.59,0.93
09063000,09040000,C,360,0.40,0.40,,0.79,0.71,0.89,0.86,0.79,0.66,0.82,0.64,0.62,0.91
09063000,09041000,C,228,0.62,0.60,,0.88,0.75,0.87,0.94,0.83,0.70,0.86,0.72,0.60,0.90
09063000,09047000,C,379,0.39,,,0.75,0.84,0.88,0.90,0.84,0.69,0.62,0.49,0.42,0.91
09063000,09053500,C,348,,,0.39,0.83,0.93,0.95,0.92,0.77,0.64,0.60,0.38,,0.92
09063000,09057500,C,622,0.34,,,0.80,0.94,0.93,0.91,0.87,0.73,0.68,0.48,0.32,0.93
09063000,09058000,C,504,0.57,,0.48,0.78,0.83,0.93,0.93,0.93,0.82,0.85,0.82,0.69,0.96
09063000,09070500,C,624,,,0.35,0.82,0.89,0.94,0.96,0.94,0.81,0.82,0.60,0.54,0.97
09063000,09072500,C,444,0.54,0.52,0.44,0.71,0.77,0.94,0.91,0.83,0.85,0.77,0.62,0.60,0.97
09063000,09085000,C,800,0.52,0.44,0.50,0.73,0.85,0.93,0.93,0.86,0.79,0.74,0.61,0.61,0.95
09063000,09091500,C,96,,,,0.73,0.90,0.78,0.75,,,,,,0.65
09063000,09095500,C,626,0.34,,0.35,0.77,0.87,0.37,0.96,0.93,0.80,0.83,0.71,0.61,0.95
09063000,09095500,K,624,0.40,0.34,,0.66,0.83,0.94,0.96,0.86,0.72,0.76,0.64,0.59,0.95
09063000,09096500,C,390,,,,0.46,0.58,0.80,,0.81,0.84,,,,0.85
09063000,09097500,C,460,0.49,0.36,0.32,0.46,0.48,0.83,0.75,0.48,0.57,0.61,0.57,0.59,0.66
09063000,09104500,C,192,,,,,,0.53,0.65,0.73,0.91,0.66,,,0.81
09063000,09239500,K,804,0.46,0.45,0.58,0.60,0.73,0.88,0.87,0.73,0.71,0.77,0.67,0.41,0.90
09063000,09251000,K,737,0.56,0.40,0.35,0.60,0.64,0.88,0.90,0.84,0.74,0.80,0.68,0.60,0.86
09063000,504600,C,618,-.32,-.40,-.47,,,0.38,0.48,0.36,,0.47,,,0.90
09064000,09011000,C,236,,,,0.49,0.55,0.86,0.92,0.70,,0.51,,0.50,0.88
09064000,09019500,C,185,,,,,0.63,0.79,0.90,0.73,0.56,,0.89,,0.93
09064000,09024000,C,349,,,,0.59,0.80,0.82,0.86,0.81,0.43,0.53,,,0.88
09064000,09032500,C,84,,,0.84,,,0.97,0.97,0.90,,,,,0.94
09064000,09034000,C,84,,,,,,0.98,0.97,0.96,,0.77,0.84,,0.93
09064000,09037500,C,349,,,,0.58,0.68,0.82,0.85,0.80,,0.44,,,0.89
09064000,09047000,C,84,,,,,,0.94,0.94,0.91,,0.95,0.92,,0.94
09064000,09050100,C,265,,,,,0.77,0.92,0.95,0.75,,,,0.44,0.86
09064000,09053500,C,107,,,,,,0.98,0.93,0.84,,,,,0.93
09064000,09054000,C,266,,,,0.58,0.81,0.81,0.91,0.58,0.65,0.47,0.42,0.51,0.83
09064000,09065100,C,265,,,,0.53,0.85,0.90,0.96,0.79,0.67,,0.50,0.57,0.85
09064000,09065500,C,349,,,,0.57,0.82,0.84,0.94,0.78,0.53,0.45,,0.51,0.89
09064000,09070000,C,349,,0.43,0.55,0.50,0.77,0.90,0.97,0.89,0.54,0.79,0.59,0.53,0.92
09064000,09072500,C,84,,,,,,0.98,0.94,0.96,,0.76,0.76,,0.95
09064000,09073400,C,265,,,,0.60,0.89,0.88,0.96,0.78,,,,,0.88
09064000,09085000,C,349,,,,,0.66,0.89,0.95,0.80,0.41,,0.50,0.58,0.89
09064000,09085200,C,152,,,,,0.86,0.88,0.89,0.57,,,,0.65,0.84
09064000,09101500,C,72,,,,0.88,,,,,,,,,0.86
09065100,09010500,C,432,0.43,0.36,0.42,0.85,0.91,0.82,0.93,0.79,0.59,0.82,0.79,0.62,0.96
09065100,09011000,C,312,0.57,0.53,0.59,0.90,0.79,0.80,0.93,0.89,0.72,0.81,0.80,0.68,0.96
09065100,09019500,C,161,,,,,0.90,0.88,0.93,0.85,0.71,,,,0.96
09065100,09024000,C,432,,,,0.83,0.93,0.80,0.91,0.85,0.65,0.70,0.39,,0.93
09065100,09034500,C,407,,0.41,0.63,0.88,0.82,0.87,0.95,0.88,0.76,0.67,0.71,0.45,0.93
09065100,09034800,C,60,,,,0.96,,,,0.89,0.97,0.97,0.90,,0.80
09065100,09036000,C,432,,0.35,0.43,0.92,0.92,0.85,0.93,0.85,0.69,0.79,0.63,0.53,0.94
09065100,09047000,C,55,,,,0.90,,,,,,,,,0.96
09065100,09052800,C,324,0.44,,0.39,0.86,0.93,0.86,0.93,0.88,0.89,0.88,0.71,0.55,0.97
09065100,09053500,C,156,,,,0.95,0.84,0.93,0.89,,0.60,0.62,,,0.94
09065100,09054000,C,324,0.62,0.57,0.73,0.85,0.90,0.92,0.95,0.88,0.86,0.94,0.84,0.68,0.97
09065100,09055300,C,324,0.50,0.63,0.79,0.90,0.92,0.88,0.97,0.92,0.79,0.82,0.78,0.60,0.97
09065100,09058000,C,360,0.36,0.41,0.54,0.81,0.83,0.90,0.96,0.91,0.73,0.83,0.70,0.42,0.94
